-0.130900,159,0.501755,0.007659
-0.122173,161,0.501000,0.000000
-0.113447,169,0.500574,0.009086
-0.104720,163,0.500160,0.006610
-0.095993,157,0.500000,0.000000
-0.087267,159,0.499428,0.008827
-0.078540,161,0.499056,0.004126
-0.069813,163,0.498994,0.003744
-0.061087,161,0.498708,0.010140
-0.052360,161,0.498360,0.008629
-0.043633,160,0.498019,0.004238
-0.034907,158,0.498101,0.007810
-0.026180,163,0.498025,0.003983
-0.017453,159,0.498013,0.005664
-0.008727,79,0.498000,0.000000
-0.000000,164,0.497963,0.009795
0.008727,154,0.497948,0.006271
0.017453,161,0.498043,0.005790
0.026180,160,0.498012,0.002825
0.034906,165,0.498206,0.007629
0.043633,162,0.498401,0.008837
0.052360,158,0.498835,0.011302
0.061086,157,0.499147,0.009561
0.069813,159,0.499610,0.010942
0.078540,165,0.499976,0.005640
0.087266,165,0.500067,0.004953
0.095993,155,0.501103,0.012181
0.104720,159,0.501440,0.012566
0.113446,157,0.501822,0.006771
0.122173,164,0.502476,0.009023
0.130900,164,0.503055,0.004112
