-0.130900,156,1.010930,0.005284
-0.122173,163,1.009963,0.006584
-0.113447,163,1.008969,0.007506
-0.104720,160,1.008000,0.006901
-0.095993,166,1.007030,0.009070
-0.087267,158,1.006051,0.003937
-0.078540,158,1.005576,0.006508
-0.069813,164,1.005384,0.006212
-0.061087,165,1.004976,0.002804
-0.052360,162,1.004920,0.003727
-0.043633,163,1.004319,0.005938
-0.034907,160,1.004619,0.006130
-0.026180,160,1.004537,0.006293
-0.017453,164,1.004171,0.004809
-0.008727,81,1.004395,0.004390
-0.000000,166,1.004693,0.011169
0.008727,162,1.004938,0.003056
0.017453,159,1.004987,0.001402
0.026180,164,1.005079,0.006462
0.034906,157,1.005828,0.014184
0.043633,169,1.006503,0.016864
0.052360,155,1.006826,0.017097
0.061086,162,1.006802,0.005429
0.069813,171,1.007386,0.007752
0.078540,153,1.008359,0.006076
0.087266,170,1.008865,0.007171
0.095993,157,1.010153,0.006917
0.104720,153,1.011346,0.010268
0.113446,169,1.012527,0.014337
0.122173,158,1.013804,0.006507
0.130900,169,1.014722,0.005950
