-0.130900,163,1.010503,0.006350
-0.122173,155,1.009774,0.005180
-0.113447,151,1.008570,0.006531
-0.104720,158,1.007804,0.007108
-0.095993,149,1.007054,0.008191
-0.087267,161,1.005988,0.003149
-0.078540,155,1.005342,0.006057
-0.069813,149,1.004879,0.003969
-0.061087,156,1.004526,0.006223
-0.052360,154,1.004162,0.005369
-0.043633,161,1.003988,0.003989
-0.034907,153,1.003961,0.003963
-0.026180,153,1.003915,0.003442
-0.017453,155,1.003813,0.008082
-0.008727,82,1.003793,0.003664
-0.000000,149,1.003953,0.008964
0.008727,166,1.004271,0.014761
0.017453,155,1.004781,0.016828
0.026180,149,1.004973,0.002422
0.034906,156,1.005032,0.002195
0.043633,149,1.005644,0.005827
0.052360,163,1.005988,0.010829
0.061086,155,1.006910,0.010581
0.069813,148,1.007480,0.006679
0.078540,157,1.008217,0.010847
0.087266,154,1.009273,0.009153
0.095993,153,1.010059,0.004922
0.104720,160,1.011444,0.006852
0.113446,151,1.012338,0.006424
0.122173,155,1.013548,0.006467
0.130900,155,1.015058,0.006767
