-0.130900,163,0.502344,0.008555
-0.122173,162,0.501951,0.005206
-0.113447,159,0.501327,0.009043
-0.104720,164,0.500774,0.007564
-0.095993,161,0.500236,0.007876
-0.087267,164,0.500018,0.002427
-0.078540,166,0.499801,0.007273
-0.069813,160,0.499619,0.008692
-0.061087,162,0.499216,0.007679
-0.052360,155,0.498955,0.004172
-0.043633,161,0.498981,0.002429
-0.034907,162,0.498969,0.003116
-0.026180,161,0.498634,0.008658
-0.017453,164,0.498585,0.008935
-0.008727,75,0.498347,0.005838
-0.000000,164,0.498445,0.009865
0.008727,159,0.498465,0.008909
0.017453,166,0.498476,0.009114
0.026180,163,0.498693,0.009673
0.034906,156,0.498897,0.008054
0.043633,163,0.499018,0.003731
0.052360,157,0.499038,0.003400
0.061086,170,0.499471,0.010432
0.069813,159,0.499610,0.011124
0.078540,165,0.499994,0.008602
0.087266,154,0.500221,0.010244
0.095993,156,0.500609,0.011753
0.104720,167,0.500964,0.007711
0.113446,160,0.501544,0.009752
0.122173,162,0.501889,0.010934
0.130900,156,0.502244,0.009007
