-0.130900,137,0.503307,0.007607
-0.122173,128,0.502820,0.006442
-0.113447,132,0.501848,0.006765
-0.104720,127,0.501858,0.005548
-0.095993,121,0.501636,0.007471
-0.087267,135,0.501267,0.007257
-0.078540,129,0.500853,0.005687
-0.069813,130,0.500377,0.008063
-0.061087,134,0.500358,0.007846
-0.052360,121,0.500074,0.004545
-0.043633,131,0.500237,0.009554
-0.034907,129,0.500140,0.008183
-0.026180,128,0.500047,0.005953
-0.017453,131,0.500015,0.004465
-0.008727,61,0.499984,0.001403
-0.000000,131,0.500046,0.004842
0.008727,127,0.500079,0.006198
0.017453,127,0.500173,0.008964
0.026180,130,0.500246,0.009808
0.034906,125,0.501016,0.006622
0.043633,129,0.500667,0.009012
0.052360,125,0.501048,0.003923
0.061086,127,0.501173,0.009175
0.069813,131,0.501595,0.011776
0.078540,127,0.502110,0.008521
0.087266,130,0.502754,0.009154
0.095993,126,0.503024,0.004213
0.104720,128,0.503516,0.010353
0.113446,131,0.504076,0.006177
0.122173,125,0.504664,0.008194
0.130900,128,0.505094,0.004640
