-0.130900,174,0.407925,0.049956
-0.122173,177,0.399638,0.051765
-0.113447,177,0.391785,0.050163
-0.104720,174,0.384385,0.051442
-0.095993,161,0.377472,0.042510
-0.087267,175,0.370954,0.043117
-0.078540,174,0.364201,0.042180
-0.069813,176,0.357858,0.042073
-0.061087,176,0.351687,0.039033
-0.052360,177,0.345763,0.039447
-0.043633,178,0.340084,0.039616
-0.034907,171,0.334520,0.037431
-0.026180,175,0.329251,0.035070
-0.017453,170,0.324265,0.033920
-0.008727,86,0.320674,0.014868
-0.000000,173,0.314526,0.037024
0.008727,172,0.309971,0.035510
0.017453,171,0.305497,0.031996
0.026180,175,0.301303,0.032433
0.034906,172,0.297192,0.028457
0.043633,175,0.293191,0.025853
0.052360,183,0.289355,0.028899
0.061086,170,0.285694,0.025778
0.069813,178,0.282014,0.028934
0.078540,171,0.278490,0.028181
0.087266,168,0.275000,0.027336
0.095993,164,0.271951,0.024733
0.104720,170,0.268874,0.026576
0.113446,174,0.265601,0.027824
0.122173,164,0.262561,0.023993
0.130900,169,0.259575,0.023805
