-0.130900,153,1.010307,0.008819
-0.122173,167,1.009186,0.005002
-0.113447,162,1.008191,0.006225
-0.104720,154,1.006961,0.006593
-0.095993,169,1.006290,0.006819
-0.087267,154,1.005422,0.006113
-0.078540,164,1.005146,0.004515
-0.069813,163,1.005012,0.002817
-0.061087,157,1.004701,0.005725
-0.052360,164,1.004390,0.006234
-0.043633,159,1.004201,0.005045
-0.034907,158,1.004006,0.003597
-0.026180,166,1.004084,0.007389
-0.017453,160,1.004156,0.004796
-0.008727,77,1.004195,0.003468
-0.000000,164,1.004195,0.010066
0.008727,156,1.004308,0.005753
0.017453,163,1.004785,0.012116
0.026180,169,1.004953,0.002754
0.034906,151,1.005265,0.010044
0.043633,167,1.006048,0.009646
0.052360,153,1.006072,0.003185
0.061086,166,1.007373,0.007105
0.069813,164,1.008183,0.005678
0.078540,154,1.008468,0.006165
0.087266,168,1.009518,0.010717
0.095993,154,1.010136,0.006610
0.104720,162,1.011012,0.005445
0.113446,171,1.012439,0.015336
0.122173,150,1.013673,0.011710
0.130900,170,1.014800,0.006371
