-0.087267,3214,1.000297,0.030925
-0.078540,3239,0.999485,0.029213
-0.069813,3162,0.999069,0.016339
-0.061087,3215,0.998923,0.022930
-0.052360,3220,0.998919,0.045512
-0.043633,3216,0.998056,0.037984
-0.034907,3232,0.998008,0.032679
-0.026180,3174,0.998054,0.042516
-0.017453,3224,0.997411,0.036881
-0.008727,1608,0.997817,0.021194
-0.000000,3221,0.998165,0.042838
0.008727,3219,0.998305,0.065877
0.017453,3179,0.997521,0.039112
0.026180,3214,0.998057,0.029661
0.034906,3215,0.998714,0.032894
0.043633,3209,0.999164,0.028951
0.052360,3228,0.999030,0.034802
0.061086,3167,0.999415,0.041261
0.069813,3240,1.000130,0.037682
0.078540,3190,1.000996,0.049948
0.087266,3215,1.001596,0.077901
