-0.087267,3257,1.006990,0.034038
-0.078540,3210,1.005789,0.025410
-0.069813,3235,1.005863,0.024020
-0.061087,3202,1.005730,0.027106
-0.052360,3176,1.005398,0.031081
-0.043633,3226,1.004714,0.025610
-0.034907,3230,1.004192,0.022822
-0.026180,3262,1.004593,0.040812
-0.017453,3196,1.004084,0.055391
-0.008727,1558,1.004226,0.038758
-0.000000,3262,1.004209,0.034105
0.008727,3165,1.004531,0.032884
0.017453,3265,1.004322,0.030251
0.026180,3206,1.004872,0.034309
0.034906,3238,1.004901,0.033284
0.043633,3222,1.005051,0.017528
0.052360,3195,1.005560,0.036823
0.061086,3165,1.005923,0.043189
0.069813,3262,1.007017,0.035360
0.078540,3209,1.007530,0.045604
0.087266,3263,1.008378,0.044788
