-0.392699,0.15321
-0.383973,0.1525
-0.375246,0.15216
-0.366519,0.15151
-0.357793,0.15118
-0.349066,0.1505
-0.340339,0.15021
-0.331613,0.1495
-0.322886,0.14936
-0.314159,0.14852
-0.305433,0.1485
-0.296706,0.1478
-0.287979,0.1475
-0.279253,0.14749
-0.270526,0.14673
-0.261799,0.1465
-0.253073,0.14627
-0.244346,0.1455
-0.23562,0.1455
-0.226893,0.1452
-0.218166,0.1445
-0.20944,0.1445
-0.200713,0.1445
-0.191986,0.14446
-0.18326,0.1436
-0.174533,0.1435
-0.165806,0.1435
-0.15708,0.1435
-0.148353,0.1432
-0.139626,0.14253
-0.1309,0.1425
-0.122173,0.1425
-0.113447,0.1425
-0.10472,0.14235
-0.0959932,0.1425
-0.0872666,0.1425
-0.0785399,0.1421
-0.0698133,0.14193
-0.0610866,0.1415
-0.05236,0.1415
-0.0436333,0.1415
-0.0349067,0.1415
-0.0261801,0.1415
-0.0174534,0.1415
-0.00872676,0.1415
-1.11759e-07,0.1415
0.00872653,0.1415
0.0174532,0.1415
0.0261798,0.1415
0.0349065,0.1415
0.0436331,0.1415
0.0523598,0.14155
0.0610864,0.14234
0.0698131,0.14247
0.0785397,0.1425
0.0872664,0.1425
0.095993,0.1425
0.10472,0.1425
0.113446,0.1425
0.122173,0.1425
0.1309,0.14349
0.139626,0.1435
0.148353,0.1435
0.15708,0.1435
0.165806,0.14362
0.174533,0.1445
0.183259,0.1445
0.191986,0.1445
0.200713,0.14536
0.209439,0.1455
0.218166,0.1455
0.226893,0.14624
0.235619,0.1465
0.244346,0.1465
0.253073,0.14728
0.261799,0.1475
0.270526,0.14757
0.279253,0.1485
0.287979,0.14852
0.296706,0.14929
0.305433,0.1495
0.314159,0.15016
0.322886,0.1505
0.331612,0.15101
0.340339,0.1515
0.349066,0.15225
0.357792,0.1525
0.366519,0.15326
0.375246,0.1535
0.383972,0.15444
0.392699,0.15468

