-0.078540,100.000000,0.752530,0.005754
-0.069813,100.000000,0.752980,0.006716
-0.061087,98.000000,0.752071,0.006773
-0.052360,98.000000,0.751480,0.005705
-0.043633,100.000000,0.751580,0.005693
-0.034907,100.000000,0.751740,0.009597
-0.026180,100.000000,0.751410,0.007669
-0.017453,98.000000,0.751265,0.008870
-0.008727,93.000000,0.751699,0.007255
-0.000000,100.000000,0.751440,0.014981
0.008727,97.000000,0.751938,0.014841
0.017453,99.000000,0.751879,0.004085
0.026180,98.000000,0.752000,0.000000
0.034906,99.000000,0.752818,0.008681
0.043633,100.000000,0.753320,0.014923
0.052360,97.000000,0.753804,0.014352
0.061086,99.000000,0.754374,0.007565
0.069813,98.000000,0.754306,0.005253
0.078540,99.000000,0.755061,0.007774
